idiom,pinyin,explanation,originate,example,pyorder,frequency
鼎足之势,dǐng  zú  zhī  shì,比喻三方面并立的局面。,《史记·淮阴侯列传》：“臣愿披腹心，输肝胆，效愚计，恐足下不能用也。诚能听臣之计，莫若两利而俱存之，三分天下，鼎足而居，其势莫敢先动。”,三国时期，魏、蜀、吴各据一方，形成～。,dzzs,54
儿女情长,ér  nǚ  qíng  cháng,指过分看重爱情。,南朝·梁·钟嵘《诗品》中：“尤恨其儿女情多，风云气少。”,,enqc,54
芬芳馥郁,fēn  fāng  fù  yù,芬芳：指香气；馥：香气；馥郁：香气浓厚。形容香气非常浓。,,家树先不必看她那人就闻到一阵～的脂粉味。（张恨水《啼笑姻缘》第二回）,fffy,54
将功赎罪,jiāng  gōng  shú  zuì,拿功劳补偿过失。,汉·荀悦《汉纪·元帝纪》：“齐恒先有匡周之功，后有来项之罪，君子计功补过。”元·无名氏《隔江斗智》楔子：“如今权饶你将功折罪，点起人马，随我追赶去来。”,今云长虽犯法，不忍违却前盟。望权记过，容～。（明·罗贯中《三国演义》第五十一回）,jgsz,54
私心杂念,sī  xīn  zá  niàn,为个人利益打算的种种念头。,,,sxzn,54
太平盛世,tài  píng  shèng  shì,安定、兴盛的时代。,,复古的，避难的，无智愚贤不肖，似乎都已神往于三百年前的～，就是“暂时做稳了奴隶的时代”了。（鲁迅《坟·灯下漫笔》）,tpss,54
危急存亡,wēi  jí  cún  wáng,危急：危险而紧急。指关系到生存灭亡的紧急关头。,三国蜀·诸葛亮《出师表》：“今天下三分，益州罢弊，此诚危急存亡之秋也。”,当这个～，不顾性命的时候，还不振作起精神来，一致对外吗？！（鲁迅《两地书》二七）,wjcw,54
有其父必有其子,yǒu  qí  fù  bì  yǒu  qí  zǐ,有什么样的父亲一定会有什么样的儿子。,《孔丛子·居卫》：“有此父斯有此子，人道之常也。”,,yqfz,54
餐风露宿,cān  fēng  lù  sù,风里吃饭，露天睡觉。形容旅途或野外工作的辛苦。,宋·苏轼《将至筠先寄迟适远三犹子》诗：“露宿风餐六百里，明朝饮马南江水。”,他离开家后，～地赶路，十分辛苦。,cfls,53
残兵败将,cán  bīng  bài  jiàng,战败了的部队。,明·邵璨《香囊记·败兀》：“我如今连被岳家军杀败，收聚些残兵败将，济不得事，目下就要拔营回去如何？”,侯匪又转向那一撮～动员起来。（曲波《林海雪原》三七）,cbbj,53
大吹大擂,dà  chuī  dà  léi,许多乐器同时吹打。比喻大肆宣扬。,元·王实甫《丽春堂》第四折：“赐你黄金千两，香酒百瓶，就在丽春堂大吹大擂，做一个庆喜的筵席。”,真正有知识的人绝不会～。,dcdl,53
大谬不然,dà  miù  bù  rán,谬：荒谬，错误；然：如此，这样。大错特错，完全不是这样。,汉·司马迁《报任少卿书》：“而事乃有大谬不然者夫。”,从表面看，似乎既称红军，就可以不要党代表了，实在～。（《毛泽东选集·井岗山的斗争》）,dmbr,53
洞察秋毫,dòng  chá  qiū  háo,洞察：看得很清楚；秋毫：鸟兽秋天身上新生的细毛，比喻极其细小的事物。形容人目光敏锐，任何细小的事物都能看得很清楚。,《孟子·梁惠王上》：“明足以察秋毫之末，而不见舆薪，则王许之乎？”,,dcqh,53
蜚短流长,fēi  duǎn  liú cháng,指散播谣言，中伤他人。,清·蒲松龄《聊斋志异·封三娘》：“造言生事者，蜚短流长，所不堪受。”,,fdlc,53
聚讼纷纭,jù  sòng  fēn  yún,聚讼：众中争辩；纷纭：多而杂乱。许多人在一起对某一问题议论纷纷，不能决定哪种意见是正确的。,《后汉书·曹褒传》：“谚曰：‘作舍道边，三年不成。’会礼之家，名为聚讼，互生疑异，笔不得下。”《后汉书·冯衍传下》：“讲圣哲之通论兮，心福忆而纷纭。”,,jsfy,53
屡次三番,lǚ  cì  sān  fān,许多次。形容反复多次。,清·李宝嘉《官场现形记》第二十九回：“徐大军机本来是最恨舒军门的，屡次三番请上头拿他正法。无奈上头天恩高厚，不肯轻易加罪大臣。”,,lcsf,53
稍胜一筹,shāo  shèng  yī  chóu,筹：筹码，古代用以计数的工具，多用竹子制成。比较起来，稍微好一些。,,废物利用又何尝不是“消磨生命”之术，但也许比“纵酒”～罢。（鲁迅《两地书》二五）,ssyc,53
深恶痛疾,shēn  wù  tòng  jí,恶：厌恶；痛：痛恨。指对某人或某事物极端厌恶痛恨。,《孟子·尽心下》“斯可谓之乡愿矣” 宋·朱熹集注：“过门不入而不恨之，以其不见亲就为幸，深恶而痛绝之也。”,人民群众对社会上以权谋私、贪污受贿等不正之风～。,swtj,53
贪小失大,tān  xiǎo  shī  dà,因为贪图小便宜而失掉大的利益。比喻只谋求眼前的好处而不顾长远的利益。,《吕氏春秋·权勋》：“达子……使人请金于齐王，齐王怒曰：‘若残竖子之类，恶能给若金？’与燕人战，大败，达子死，齐王走莒。燕人逐北入国，相与争金于美唐甚多。此贪于小利以失大利者也。”,这叫做“～”，所以为人切不可做那讨便宜苟且之事！（明·凌濛初《初刻拍案惊奇》卷十六）,txsd,53
相煎何急,xiāng  jiān  hé  jí,煎煮得为什么那样急。比喻兄弟间自相残害。,南朝宋·刘义庆《世说新语·文学》：“文帝（曹丕）尝令东阿王（曹植）七步中作诗，不成者行大法。应声便为诗曰：‘煮豆持作羹，漉菽以为汁。萁在釜下然，豆在釜中泣。本是同根生，相煎何太急’,,xjhj,53
一孔之见,yī  kǒng  zhī  jiàn,从一个小窟窿里所看到的。比喻狭隘片面的见解。,汉·桓宽《盐铁论·相刺》：“持规而非矩，执准而非绳，通一孔，晓一理，而不知权衡。”,以上所说是我个人的～，仅供大家参考。,ykzj,53
一物不知,yī  wù  bù  zhī,对某一事物有所不知。比喻知识尚有欠缺。,汉·扬雄《法言·君子》：“圣人之于天下，耻一物之不知。”,论起“～，儒者之耻”的道理，这是正当办法。（清·曾朴《孽海花》第二回）,ywbz,53
丢盔卸甲,diū  kuī  xiè  jiǎ,形容吃了败仗狼狈逃跑的景象。,元·孔文卿《东窗事发》第一折：“唬得禁军八百万丢盔卸甲。”,,dkxj,52
非分之想,fēi  fèn  zhī  xiǎng,非分：不属自己分内的。妄想得到本分以外的好处。,,不信运命，学不能“安分”，穷人买奖券，便是一种“非分之想”。（鲁迅《花边文学·运命》）,ffzx,52
宽大为怀,kuān  dà  wéi  huái,对人抱着宽大的胸怀。,,我们最好是～，不为已甚。（冯玉祥《我所认识的蒋介石》第七十一章）,kdwh,52
排难解纷,pái  nàn  jiě  fēn,原指为人排除危难，解决纠纷。今指调停双方争执。,《战国策·赵策三》：“所贵于天下之士者，为人排患释难解纷乱而无取也。即有所取者，是商贾之人也，仲连不忍为也。”,况且～是我辈的常事，何足为奇。（清·李渔《意中缘·设计》）,pnjf,52
轻于鸿毛,qīng  yú  hóng  máo,鸿毛：大雁的毛。比大雁的毛还轻。比喻毫无价值。,汉·司马迁《报任少卿书》：“人固有一死，或重于泰山，或轻于鸿毛，用之所趣异也。”,梅伯死～，有何惜哉？（明·许仲琳《封神演义》第六回）,qyhm,52
于今为烈,yú  jīn  wéi  liè,烈：厉害。某件事过去就已经有过，不过现在的更加厉害罢了。,《孟子·万章下》：“殷受夏，周受殷，所不辞也，于今为烈，如之何其受之？”,“古已有之”，“～”，我近来很有些怕敢看他了。（鲁迅《华盖集续编的续编·厦门通信二》）,yjwl,52
置之死地而后快,zhì  zhī  sǐ  dì  ér  hòu  kuài,恨不得把人弄死才痛快。形容心肠狠毒。,,,zzsk,52
不足为据,bù  zú  wéi  jù,足：够得上；据：证据。不能作为依据。,宋·刘安世《论蔡确作诗讥讪事第六》：“诗板是明白已验之迹，便可为据；开具乃委曲苟免之词，不足为凭。”,自信力的有无，状元宰相的文章是～的，要自己去看地底下。（鲁迅《且介亭杂文·中国人失掉自信力了吗？》）,bzwj,51
金口玉言,jīn  kǒu  yù  yán,旧时俗指皇帝说的话。现在指说出口不能改变的话（用在讽刺）。,晋·夏侯湛《抵疑》：“今乃金口玉音，漠然沈默。使吾子栖迟穷巷，守此困极。”,拜舞已毕，天子～，问道：“卿是许武之弟乎？”（明·冯梦龙《醒世恒言·三孝廉让产立高名》）,jkyy,51
酒囊饭袋,jiǔ  náng  fàn  dài,只会吃喝，不会做事。讥讽无能的人。,汉·王充《论衡·别通》：“饱食快饮，虑深求卧，腹为饭坑，肠为酒囊。”,唐末马殷据湖南，称楚王，奢侈僭傲，诸院王子仆从烜赫，文武之道，未尝留意，时谓之～。（宋·陶岳《荆湘近事》）,jnfd,51
崛地而起,jué  dì  ér  qǐ,崛：高起，突起。从平地上突起。形容某种新兴事物出现极为迅速。,,,jdeq,51
脉脉含情,mò  mò  hán  qíng,脉脉：两眼凝神，要向别人诉说心曲的样子。饱含温情，默默地用眼神表达自己的感情。形容用眼神或行动默然地表达情意。,唐·李德裕《二芳丛赋》：“一则含情脉脉，如有思而不得，类西施之容冶，眼红罗之盛饰。”,,mmhq,51
人人得而诛之,rén  rén  dé  ér  zhū  zhī,得：可以，能够；诛：杀死。所有的人都可以杀死他。极言某人罪大恶极。,《庄子·庚桑楚》：“为不善乎显明之中者，人得而诛之。”,,rrdz,51
森严壁垒,sēn  yán  bì  lěi,原指军事戒备严密。现也用来比喻彼此界限划得很分明。,,早已～，更加众志成城。（毛泽东《西江月·井冈山》）,sybl,51
少安毋躁,shǎo  ān  wú  zào,少：稍微，暂时；安：徐缓，不急；毋：不要；躁：急躁。暂且安心等一会儿，不要急躁。,《左传·襄公七年》：“吾子其少安。”唐·韩愈《答吕毉山人书》：“方将坐足下三浴而三熏之，听仆之所为，少安无躁。”,乙校不自心虚，怎能给恐吓呢？然而，～罢。（鲁迅《华盖集续编·无花的蔷薇之三》）,sawz,51
相反相成,xiāng  fǎn  xiāng  chéng,两个看起来是相反的事物，实际上是互相依赖，互相促进的。指相反的东西有同一性。,《汉书·艺文志》：“仁之与义，敬之与和，相反而皆相成也。”,“诗教”原是“温柔敦厚”，宋人又以“无邪”为“诗教”；这却不是～的。（朱自清《诗言志辨·序》）,xfxc,51
晓风残月,xiǎo  fēng  cán  yuè,拂晓风起，残月将落。常形容冷落凄凉的意境。也指歌妓的清唱。,宋·柳永《雨霖铃》词：“今宵酒醒何处，杨柳岸，晓风残月。”,今日红梅之下，梨园可省，倒少不了一声“～”哩。（清·孔尚任《桃花扇》第二十一出）,xfcy,51
知人知面不知心,zhī  rén  zhī  miàn  bù  zhī  xīn,旧时俗语。指认识一个人容易，但要了解一个人的内心却很困难。,,凤姐儿故意的把脚放迟了，见他远去了，心里暗忖道：“这才是‘～’呢。那里有这样禽兽的人？”（清·曹雪芹《红楼梦》第十一回）,zrzx,51
不蔓不枝,bù  màn  bù  zhī,既不蔓延，也不分支。比喻说话或写文章简明扼要，不拖泥带水。,宋·周敦颐《爱莲说》：“中通外直，不蔓不枝。”,做下去，年深日久之后，先生就不再删改你的文章了，只在篇末批些“有书有笔，～”之类。（鲁迅《做古文和做好人的秘诀》）,bmbz,50
不求闻达,bù  qiú  wén  dá,闻：有名望；达：显达。不追求名誉和地位。,三国蜀·诸葛亮《出师表》：“不求闻达于诸候。”,因此不事王侯，～，隐姓埋名，做庄家，学耕稼。（元·王子一《误入桃源》第一折）,bqwd,50
不生不灭,bù  shēng  bù  miè,佛家语，认为佛法无生灭变迁，即“常住”之异名。,晋·王巾《头陁寺碑文》：“仰苍苍之色者，不足知其远近；况视听之外，若存若亡，心行之表，不生不灭者哉。”,舍利子，是诸佛空相，～，不垢不净，不增不减。（明·吴承恩《西游记》第十九回）,bsbm,50
峨冠博带,é  guān  bó  dài,峨：高；博：阔。高帽子和阔衣带。古代士大夫的装束。,元·关汉卿《谢天香》第一折：“必定是峨冠博带一个名士大夫。”,忽人报：“门外有一先生，～，道貌非常，特来相探。”（明·罗贯中《三国演义》第三十七回）,egbd,50
妇人之仁,fù  rén  zhī  rén,仕：仁慈。妇女的软心肠。旧指处事姑息优柔，不识大体。,《史记·淮阴侯列传》：“项王见人，恭敬慈爱，言语呕呕，人有疾病，涕泣分食饮，至使人有功，当封爵者，印刓弊，忍不能予，此所谓妇人之仁也。”,吴王有～，而无丈夫之决。（明·冯梦龙《东周列国志》第八十回）,frzr,50
急如星火,jí  rú  xīng  huǒ,星火：流星。象流星的光从空中急闪而过。形容非常急促紧迫。,晋·李密《陈情表》：“州司临门，急于星火。”,闺臣心内虽～，偏偏婉如同田凤翾的哥哥田廷结了婚姻。（清·李汝珍《镜花缘》第九十四回）,jrxh,50
史不绝书,shǐ  bù  jué  shū,书：指记载。史书上不断有记载。过去经常发生这样的事情。,《左传·襄公二十九年》：“鲁之于晋也，职贡不乏，玩好时至，公卿大夫相继于朝，史不绝书。”,,sbjs,50
新来乍到,xīn  lái  zhà dào,乍：刚才，起初。形容为时不久或刚刚来到一个新地方。,清·曹雪芹《红楼梦》第八十一回：“况且你二姐姐是新媳妇，孙姑爷也还是年轻的人，各人有各人的脾气，新来乍到，自然要有些别扭的。”,春兰看这人～，倒不怯生。（梁斌《红旗谱》六）,xlzd,50
